#Données de temps d'insertion, de recherche et de taux de charge sur une table de hachage.
#Taille_map	Insertion	Recherche	Charge
6798 4.4575e-06 7.3548e-06 0.904483
6799 6.37555e-06 7.3573e-06 0.904616
6800 4.91935e-06 6.861e-06 0.904749
6801 4.62375e-06 7.04145e-06 0.904882
6802 6.3466e-06 7.65355e-06 0.905015
6803 4.85335e-06 7.77575e-06 0.905148
6804 4.53415e-06 7.53845e-06 0.905281
6805 5.5617e-06 7.60525e-06 0.905414
6806 4.6665e-06 7.8582e-06 0.905547
6807 4.61115e-06 7.696e-06 0.90568
6808 4.82995e-06 4.53925e-06 0.905814
6809 4.78665e-06 7.879e-06 0.905946
6810 4.66045e-06 7.79765e-06 0.90608
6811 5.4451e-06 8.5312e-06 0.906213
6812 4.53465e-06 7.803e-06 0.906346
6813 5.34405e-06 7.2573e-06 0.906479
6814 4.46275e-06 7.8125e-06 0.906612
6815 5.2451e-06 7.6187e-06 0.906745
6816 4.48175e-06 7.48195e-06 0.906878
6817 5.7247e-06 8.3028e-06 0.907011
6818 7.4428e-06 6.89715e-06 0.907144
6819 4.67905e-06 8.3677e-06 0.907277
6820 4.95855e-06 6.91685e-06 0.90741
6821 5.27305e-06 7.68935e-06 0.907543
6822 6.0193e-06 8.42585e-06 0.907676
6823 5.34635e-06 6.9915e-06 0.907809
6824 5.6234e-06 7.87615e-06 0.907942
6825 5.18515e-06 7.64785e-06 0.908075
6826 4.6585e-06 7.53565e-06 0.908208
6827 4.56415e-06 7.20645e-06 0.908341
6828 4.9874e-06 7.7796e-06 0.908474
6829 5.818e-06 7.81385e-06 0.908607
6830 4.8361e-06 7.4669e-06 0.90874
6831 7.1061e-06 8.09245e-06 0.908873
6832 5.0561e-06 1.05817e-05 0.909006
6833 4.57615e-06 8.0338e-06 0.909139
6834 5.85095e-06 7.97675e-06 0.909272
6835 4.68765e-06 6.5168e-06 0.909405
6836 5.0882e-06 7.855e-06 0.909538
6837 6.7179e-06 7.5397e-06 0.909671
6838 4.4643e-06 7.82255e-06 0.909804
6839 5.4423e-06 7.152e-06 0.909938
6840 4.66935e-06 8.29775e-06 0.91007
6841 4.5617e-06 7.9756e-06 0.910204
6842 4.75495e-06 6.87935e-06 0.910337
6843 4.74425e-06 8.31815e-06 0.91047
6844 5.3606e-06 8.31525e-06 0.910603
6845 4.62225e-06 7.70875e-06 0.910736
6846 4.76295e-06 7.12415e-06 0.910869
6847 4.67295e-06 7.56195e-06 0.911002
6848 5.77145e-06 8.0218e-06 0.911135
6849 6.50145e-06 7.2567e-06 0.911268
6850 4.8129e-06 8.42e-06 0.911401
6851 5.11975e-06 7.6144e-06 0.911534
6852 5.04725e-06 6.6947e-06 0.911667
6853 6.6946e-06 7.1711e-06 0.9118
6854 6.2581e-06 7.5929e-06 0.911933
6855 5.39475e-06 7.7389e-06 0.912066
6856 5.633e-06 7.7308e-06 0.912199
6857 4.7179e-06 7.96795e-06 0.912332
6858 6.4977e-06 7.6761e-06 0.912465
6859 4.5166e-06 6.60285e-06 0.912598
6860 4.75925e-06 8.1011e-06 0.912731
6861 5.39075e-06 7.66135e-06 0.912864
6862 7.1028e-06 7.61005e-06 0.912997
6863 6.7801e-06 7.4525e-06 0.91313
6864 5.0794e-06 7.58515e-06 0.913263
6865 5.3927e-06 8.43345e-06 0.913396
6866 4.6327e-06 7.98415e-06 0.913529
6867 5.0751e-06 6.92915e-06 0.913662
6868 4.7398e-06 7.43625e-06 0.913795
6869 9.7895e-06 7.3404e-06 0.913928
6870 4.74345e-06 7.056e-06 0.914061
6871 6.901e-06 3.1065e-06 0.914194
6872 5.1301e-06 4.30625e-06 0.914328
6873 5.55785e-06 4.69995e-06 0.914461
6874 5.16595e-06 6.62595e-06 0.914594
6875 5.0934e-06 7.542e-06 0.914727
6876 4.65735e-06 7.40375e-06 0.91486
6877 5.35195e-06 7.542e-06 0.914993
6878 5.17735e-06 7.25935e-06 0.915126
6879 5.46355e-06 7.27725e-06 0.915259
6880 8.1531e-06 4.63145e-06 0.915392
6881 6.17395e-06 7.2199e-06 0.915525
6882 5.3772e-06 8.02095e-06 0.915658
6883 4.4641e-06 7.30045e-06 0.915791
6884 6.34405e-06 7.62725e-06 0.915924
6885 4.3009e-06 7.3182e-06 0.916057
6886 4.5641e-06 7.69155e-06 0.91619
6887 5.63805e-06 7.34745e-06 0.916323
6888 4.97345e-06 8.1992e-06 0.916456
6889 5.12065e-06 7.72615e-06 0.916589
6890 5.17635e-06 7.25355e-06 0.916722
6891 4.48185e-06 7.28025e-06 0.916855
6892 4.9224e-06 7.214e-06 0.916988
6893 5.1743e-06 7.6766e-06 0.917121
6894 6.662e-06 7.24295e-06 0.917254
6895 5.01415e-06 7.11315e-06 0.917387
6896 6.1334e-06 7.56445e-06 0.91752
6897 9.73605e-06 7.32e-06 0.917653
6898 5.51615e-06 7.69535e-06 0.917786
6899 5.2963e-06 6.9827e-06 0.917919
6900 5.3533e-06 8.9625e-06 0.918052
6901 5.5432e-06 8.30745e-06 0.918185
6902 5.00955e-06 8.6092e-06 0.918318
6903 5.50035e-06 7.62785e-06 0.918451
6904 6.24785e-06 6.77795e-06 0.918585
6905 4.6338e-06 7.1348e-06 0.918718
6906 5.3898e-06 7.19935e-06 0.918851
6907 6.23085e-06 7.8402e-06 0.918984
6908 4.22315e-06 6.95365e-06 0.919117
6909 5.534e-06 7.01835e-06 0.91925
6910 4.92805e-06 7.8796e-06 0.919383
6911 4.4444e-06 8.371e-06 0.919516
6912 7.25375e-06 7.6282e-06 0.919649
6913 4.9698e-06 5.6055e-06 0.919782
6914 5.1921e-06 7.901e-06 0.919915
6915 4.33255e-06 7.79085e-06 0.920048
6916 5.7714e-06 7.70255e-06 0.920181
6917 5.8151e-06 7.2587e-06 0.920314
6918 1.32303e-05 7.1095e-06 0.920447
6919 6.4352e-06 6.9982e-06 0.92058
6920 4.6535e-06 7.5224e-06 0.920713
6921 5.1626e-06 7.81735e-06 0.920846
6922 5.3131e-06 7.95505e-06 0.920979
6923 4.86675e-06 7.8158e-06 0.921112
6924 5.33395e-06 7.1846e-06 0.921245
6925 5.1463e-06 7.71675e-06 0.921378
6926 5.9505e-06 7.2149e-06 0.921511
6927 5.54595e-06 7.5054e-06 0.921644
6928 5.5301e-06 7.61085e-06 0.921777
6929 4.69095e-06 7.3257e-06 0.92191
6930 5.44195e-06 8.6429e-06 0.922043
6931 4.8583e-06 7.3244e-06 0.922176
6932 4.6391e-06 9.51055e-06 0.922309
6933 5.00475e-06 7.13475e-06 0.922442
6934 4.61945e-06 8.3083e-06 0.922575
6935 5.0054e-06 7.60455e-06 0.922709
6936 5.0162e-06 6.68455e-06 0.922842
6937 4.91975e-06 7.20095e-06 0.922975
6938 4.42765e-06 7.66065e-06 0.923108
6939 4.8226e-06 6.94805e-06 0.923241
6940 4.7203e-06 6.82145e-06 0.923374
6941 5.25485e-06 7.3783e-06 0.923507
6942 5.6046e-06 7.08385e-06 0.92364
6943 4.3202e-06 7.6567e-06 0.923773
6944 6.0859e-06 7.44495e-06 0.923906
6945 4.7291e-06 7.27165e-06 0.924039
6946 4.6893e-06 7.36975e-06 0.924172
6947 5.90225e-06 7.7612e-06 0.924305
6948 4.45005e-06 7.4936e-06 0.924438
6949 4.8466e-06 7.335e-06 0.924571
6950 7.00915e-06 7.2664e-06 0.924704
6951 4.66425e-06 7.35725e-06 0.924837
6952 5.2242e-06 8.12115e-06 0.92497
6953 4.47075e-06 7.8017e-06 0.925103
6954 6.7711e-06 7.302e-06 0.925236
6955 4.59665e-06 7.3548e-06 0.925369
6956 5.3631e-06 7.53825e-06 0.925502
6957 4.9455e-06 7.2197e-06 0.925635
6958 5.03345e-06 8.1999e-06 0.925768
6959 5.11585e-06 8.43955e-06 0.925901
6960 5.3134e-06 7.3848e-06 0.926034
6961 4.56455e-06 7.63025e-06 0.926167
6962 4.4792e-06 7.31575e-06 0.9263
6963 4.63135e-06 7.8418e-06 0.926433
6964 5.2519e-06 8.24935e-06 0.926566
6965 5.673e-06 7.84465e-06 0.926699
6966 4.75285e-06 8.66135e-06 0.926832
6967 5.8042e-06 7.3123e-06 0.926966
6968 5.25485e-06 7.914e-06 0.927099
6969 8.58485e-06 5.81385e-06 0.927232
6970 6.63715e-06 8.51175e-06 0.927365
6971 4.7774e-06 7.54455e-06 0.927498
6972 5.29755e-06 7.1573e-06 0.927631
6973 4.69645e-06 8.7525e-06 0.927764
6974 5.08275e-06 7.20985e-06 0.927897
6975 4.9028e-06 7.4264e-06 0.92803
6976 5.89265e-06 8.2157e-06 0.928163
6977 4.856e-06 7.6927e-06 0.928296
6978 5.47615e-06 7.15655e-06 0.928429
6979 4.8286e-06 6.66395e-06 0.928562
6980 4.80335e-06 7.19895e-06 0.928695
6981 5.9991e-06 7.39025e-06 0.928828
6982 4.5621e-06 7.45715e-06 0.928961
6983 5.7564e-06 7.95955e-06 0.929094
6984 6.7316e-06 7.1963e-06 0.929227
6985 4.29535e-06 7.6254e-06 0.92936
6986 4.3249e-06 7.57745e-06 0.929493
6987 4.9467e-06 1.08023e-05 0.929626
6988 6.0444e-06 7.8072e-06 0.929759
6989 4.42385e-06 7.3219e-06 0.929892
6990 5.64415e-06 7.7404e-06 0.930025
6991 5.81555e-06 7.4006e-06 0.930158
6992 4.50585e-06 7.57685e-06 0.930291
6993 4.6803e-06 7.5367e-06 0.930424
6994 8.29575e-06 7.87735e-06 0.930557
6995 4.70265e-06 7.30895e-06 0.93069
6996 5.19895e-06 7.7354e-06 0.930823
6997 5.15065e-06 7.7393e-06 0.930956
6998 5.52855e-06 8.127e-06 0.93109
6999 5.73285e-06 7.8357e-06 0.931223
7000 6.6208e-06 8.09955e-06 0.931356
7001 4.94475e-06 7.4411e-06 0.931489
7002 5.0859e-06 8.32625e-06 0.931622
7003 5.3881e-06 7.7965e-06 0.931755
7004 4.52415e-06 7.75495e-06 0.931888
7005 4.97805e-06 7.33015e-06 0.932021
7006 5.04805e-06 7.7769e-06 0.932154
7007 4.91885e-06 7.6526e-06 0.932287
7008 5.4284e-06 7.72675e-06 0.93242
7009 5.58935e-06 7.7681e-06 0.932553
7010 4.62675e-06 8.10215e-06 0.932686
7011 4.8605e-06 7.5643e-06 0.932819
7012 5.3326e-06 7.33485e-06 0.932952
7013 5.3977e-06 8.1981e-06 0.933085
7014 4.56915e-06 7.5754e-06 0.933218
7015 6.8903e-06 9.77755e-06 0.933351
7016 4.50175e-06 7.86545e-06 0.933484
7017 5.5788e-06 7.17425e-06 0.933617
7018 1.05534e-05 7.7406e-06 0.93375
7019 4.5105e-06 7.3613e-06 0.933883
7020 5.01145e-06 6.922e-06 0.934016
7021 4.5669e-06 7.09845e-06 0.934149
7022 5.8247e-06 5.1873e-06 0.934282
7023 5.38895e-06 7.5596e-06 0.934415
7024 4.6974e-06 7.4685e-06 0.934548
7025 4.93245e-06 8.10435e-06 0.934681
7026 4.41125e-06 7.25405e-06 0.934814
7027 5.7059e-06 8.1995e-06 0.934947
7028 5.7591e-06 8.1246e-06 0.93508
7029 4.81295e-06 8.2596e-06 0.935214
7030 4.8611e-06 7.42205e-06 0.935347
7031 6.26005e-06 3.43925e-06 0.93548
7032 5.09805e-06 4.209e-06 0.935613
7033 7.3272e-06 3.20665e-06 0.935746
7034 5.431e-06 7.6535e-06 0.935879
7035 5.9853e-06 8.31655e-06 0.936012
7036 4.9903e-06 7.8093e-06 0.936145
7037 4.9396e-06 7.3632e-06 0.936278
7038 5.72175e-06 7.3243e-06 0.936411
7039 5.31175e-06 7.5741e-06 0.936544
7040 7.8421e-06 7.49785e-06 0.936677
7041 4.77345e-06 6.9722e-06 0.93681
7042 4.6948e-06 8.21455e-06 0.936943
7043 5.68195e-06 8.06045e-06 0.937076
7044 4.61355e-06 7.7584e-06 0.937209
7045 1.08276e-05 7.64505e-06 0.937342
7046 5.1831e-06 8.24035e-06 0.937475
7047 6.39725e-06 8.11565e-06 0.937608
7048 4.58275e-06 8.81675e-06 0.937741
7049 5.23515e-06 7.5279e-06 0.937874
7050 5.86755e-06 7.1038e-06 0.938007
7051 4.4478e-06 7.83565e-06 0.93814
7052 5.262e-06 7.7451e-06 0.938273
7053 5.4282e-06 7.68145e-06 0.938406
7054 4.50925e-06 7.717e-06 0.938539
7055 5.78395e-06 7.49555e-06 0.938672
7056 4.35485e-06 7.6465e-06 0.938805
7057 5.5527e-06 7.49785e-06 0.938938
7058 5.8777e-06 7.24795e-06 0.939071
7059 5.87535e-06 4.7207e-06 0.939204
7060 4.5234e-06 8.60225e-06 0.939337
7061 5.53645e-06 7.75365e-06 0.939471
7062 5.1923e-06 7.08015e-06 0.939604
7063 4.44275e-06 8.3118e-06 0.939737
7064 5.7462e-06 7.8714e-06 0.93987
7065 5.7425e-06 6.98655e-06 0.940003
7066 4.64605e-06 7.6751e-06 0.940136
7067 1.33102e-05 7.74195e-06 0.940269
7068 4.9002e-06 8.30985e-06 0.940402
7069 5.3112e-06 7.4547e-06 0.940535
7070 6.18005e-06 7.06265e-06 0.940668
7071 5.34715e-06 7.03405e-06 0.940801
7072 4.79895e-06 7.4408e-06 0.940934
7073 4.6376e-06 8.1175e-06 0.941067
7074 7.54435e-06 7.7709e-06 0.9412
7075 5.0474e-06 7.69075e-06 0.941333
7076 5.9053e-06 7.3884e-06 0.941466
7077 5.2641e-06 8.01215e-06 0.941599
7078 4.43085e-06 8.7877e-06 0.941732
7079 6.29655e-06 7.6008e-06 0.941865
7080 4.81345e-06 5.08455e-06 0.941998
7081 4.3584e-06 7.51315e-06 0.942131
7082 4.6764e-06 7.76515e-06 0.942264
7083 5.65125e-06 7.5479e-06 0.942397
7084 5.66435e-06 7.2736e-06 0.94253
7085 4.6058e-06 7.37925e-06 0.942663
7086 5.5069e-06 1.09714e-05 0.942796
7087 5.9892e-06 7.8577e-06 0.942929
7088 6.8118e-06 7.55945e-06 0.943062
7089 5.2118e-06 8.15065e-06 0.943195
7090 4.6931e-06 8.12495e-06 0.943328
7091 5.24095e-06 7.82935e-06 0.943461
7092 4.95085e-06 7.94305e-06 0.943595
7093 6.7903e-06 7.81475e-06 0.943728
7094 4.93085e-06 7.86805e-06 0.943861
7095 5.412e-06 7.55155e-06 0.943994
7096 5.18385e-06 8.0657e-06 0.944127
7097 4.6727e-06 8.24835e-06 0.94426
7098 5.6628e-06 7.23925e-06 0.944393
7099 5.6847e-06 7.35775e-06 0.944526
7100 5.43065e-06 7.76895e-06 0.944659
7101 7.22585e-06 7.7545e-06 0.944792
7102 5.1788e-06 8.14525e-06 0.944925
7103 4.3723e-06 7.5268e-06 0.945058
7104 4.85785e-06 7.5786e-06 0.945191
7105 6.1007e-06 7.2561e-06 0.945324
7106 4.9005e-06 7.49195e-06 0.945457
7107 5.13625e-06 7.0597e-06 0.94559
7108 7.6163e-06 7.7608e-06 0.945723
7109 6.0676e-06 1.10104e-05 0.945856
7110 5.46825e-06 7.2346e-06 0.945989
7111 5.13705e-06 6.4414e-06 0.946122
7112 6.11615e-06 7.34955e-06 0.946255
7113 4.41815e-06 7.37155e-06 0.946388
7114 5.4332e-06 7.07225e-06 0.946521
7115 5.01745e-06 7.67135e-06 0.946654
7116 5.35625e-06 7.81635e-06 0.946787
7117 5.31685e-06 7.73985e-06 0.94692
7118 5.45375e-06 9.5357e-06 0.947053
7119 5.2036e-06 7.58825e-06 0.947186
7120 6.2243e-06 5.72635e-06 0.947319
7121 5.41215e-06 8.49115e-06 0.947452
7122 5.55545e-06 8.9579e-06 0.947585
7123 4.7931e-06 7.71475e-06 0.947719
7124 4.88075e-06 9.1998e-06 0.947852
7125 5.0395e-06 8.75065e-06 0.947985
7126 5.30605e-06 4.66475e-06 0.948118
7127 4.735e-06 7.53965e-06 0.948251
7128 5.92575e-06 6.81485e-06 0.948384
7129 4.72015e-06 7.65995e-06 0.948517
7130 5.05195e-06 7.18815e-06 0.94865
7131 4.739e-06 7.8558e-06 0.948783
7132 5.26525e-06 7.31895e-06 0.948916
7133 6.147e-06 8.04485e-06 0.949049
7134 4.5299e-06 7.3163e-06 0.949182
7135 4.71055e-06 7.52335e-06 0.949315
7136 4.741e-06 8.06755e-06 0.949448
7137 4.61385e-06 7.73535e-06 0.949581
7138 5.55485e-06 7.36855e-06 0.949714
7139 5.62465e-06 7.0469e-06 0.949847
7140 5.28315e-06 7.57295e-06 0.94998
7141 4.81805e-06 7.85865e-06 0.950113
7142 6.86005e-06 7.54245e-06 0.950246
7143 4.8211e-06 7.16265e-06 0.950379
7144 4.8993e-06 7.32975e-06 0.950512
7145 6.3325e-06 8.01295e-06 0.950645
7146 4.7977e-06 7.97775e-06 0.950778
7147 5.06065e-06 7.62525e-06 0.950911
7148 5.5909e-06 8.8769e-06 0.951044
7149 4.71865e-06 7.7149e-06 0.951177
7150 5.8285e-06 7.3332e-06 0.95131
7151 6.1207e-06 7.6436e-06 0.951443
7152 4.8599e-06 7.3679e-06 0.951576
7153 5.80695e-06 9.9586e-06 0.951709
7154 4.9388e-06 7.3939e-06 0.951842
7155 6.154e-06 7.719e-06 0.951976
7156 4.9086e-06 7.81635e-06 0.952109
7157 6.11015e-06 6.854e-06 0.952242
7158 4.56025e-06 6.7805e-06 0.952375
7159 5.3674e-06 7.7917e-06 0.952508
7160 5.4192e-06 7.9667e-06 0.952641
7161 5.11355e-06 7.40745e-06 0.952774
7162 5.6697e-06 7.5983e-06 0.952907
7163 5.4749e-06 8.2933e-06 0.95304
7164 5.199e-06 8.227e-06 0.953173
7165 6.34415e-06 5.0562e-06 0.953306
7166 5.3894e-06 4.44955e-06 0.953439
7167 8.29815e-06 4.8402e-06 0.953572
7168 4.90785e-06 7.5365e-06 0.953705
7169 4.60195e-06 8.05005e-06 0.953838
7170 7.83365e-06 6.38625e-06 0.953971
7171 5.20635e-06 7.3482e-06 0.954104
7172 4.66305e-06 6.81785e-06 0.954237
7173 6.64175e-06 7.7848e-06 0.95437
7174 4.9899e-06 8.34595e-06 0.954503
7175 6.2232e-06 7.9418e-06 0.954636
7176 4.25945e-06 7.4718e-06 0.954769
7177 4.8348e-06 7.77345e-06 0.954902
7178 5.69085e-06 7.6541e-06 0.955035
7179 5.396e-06 4.23335e-06 0.955168
7180 5.36445e-06 3.8818e-06 0.955301
7181 6.497e-06 4.86345e-06 0.955434
7182 5.131e-06 8.07695e-06 0.955567
7183 5.7783e-06 8.7861e-06 0.9557
7184 5.08585e-06 8.1244e-06 0.955833
7185 5.06375e-06 7.7295e-06 0.955966
7186 5.35325e-06 8.14285e-06 0.9561
7187 4.553e-06 8.2604e-06 0.956233
7188 5.37055e-06 7.67205e-06 0.956366
7189 5.1597e-06 7.253e-06 0.956499
7190 4.74575e-06 7.57035e-06 0.956632
7191 6.54505e-06 7.6702e-06 0.956765
7192 4.86415e-06 8.0929e-06 0.956898
7193 4.728e-06 7.08505e-06 0.957031
7194 5.2012e-06 9.64785e-06 0.957164
7195 4.84065e-06 7.29465e-06 0.957297
7196 5.36095e-06 7.4144e-06 0.95743
7197 1.05104e-05 7.2799e-06 0.957563
7198 6.0164e-06 7.65345e-06 0.957696
7199 5.60115e-06 8.33855e-06 0.957829
7200 6.17415e-06 6.75145e-06 0.957962
7201 5.4041e-06 7.30295e-06 0.958095
7202 4.7921e-06 7.254e-06 0.958228
7203 5.97895e-06 7.7369e-06 0.958361
7204 5.1055e-06 7.4691e-06 0.958494
7205 7.27405e-06 7.86665e-06 0.958627
7206 4.68805e-06 9.8201e-06 0.95876
7207 6.36125e-06 7.29695e-06 0.958893
7208 4.45695e-06 8.34595e-06 0.959026
7209 4.8218e-06 8.109e-06 0.959159
7210 5.72205e-06 7.76005e-06 0.959292
7211 5.00425e-06 7.31075e-06 0.959425
7212 5.23505e-06 7.3412e-06 0.959558
7213 5.695e-06 7.66115e-06 0.959691
7214 5.05365e-06 8.08205e-06 0.959824
7215 5.7216e-06 8.39245e-06 0.959957
7216 5.29645e-06 7.05865e-06 0.96009
7217 6.0174e-06 8.1862e-06 0.960223
7218 4.73465e-06 8.19805e-06 0.960357
7219 5.7389e-06 7.12755e-06 0.96049
7220 1.3838e-05 7.3575e-06 0.960623
7221 4.5702e-06 7.8397e-06 0.960756
7222 5.85125e-06 1.16055e-05 0.960889
7223 4.66035e-06 7.7167e-06 0.961022
7224 4.7547e-06 8.2342e-06 0.961155
7225 5.8706e-06 7.81675e-06 0.961288
7226 4.52075e-06 7.90975e-06 0.961421
7227 5.4322e-06 7.58785e-06 0.961554
7228 5.2753e-06 7.507e-06 0.961687
7229 5.9849e-06 7.3747e-06 0.96182
7230 4.6452e-06 7.93735e-06 0.961953
7231 5.07515e-06 7.89785e-06 0.962086
7232 5.18805e-06 7.78125e-06 0.962219
7233 4.7201e-06 7.5597e-06 0.962352
7234 5.8992e-06 7.71655e-06 0.962485
7235 5.51215e-06 7.4891e-06 0.962618
7236 5.39375e-06 7.72185e-06 0.962751
7237 4.71215e-06 7.29035e-06 0.962884
7238 5.28955e-06 7.11665e-06 0.963017
7239 4.6868e-06 8.4134e-06 0.96315
7240 5.119e-06 8.12305e-06 0.963283
7241 6.0429e-06 8.36295e-06 0.963416
7242 4.74715e-06 7.6185e-06 0.963549
7243 6.9243e-06 7.7285e-06 0.963682
7244 5.2998e-06 7.7056e-06 0.963815
7245 4.74495e-06 7.9991e-06 0.963948
7246 4.926e-06 7.68925e-06 0.964081
7247 6.23075e-06 7.528e-06 0.964214
7248 5.4604e-06 6.72e-06 0.964347
7249 4.95085e-06 7.4863e-06 0.964481
7250 6.4525e-06 7.69515e-06 0.964614
7251 5.5655e-06 7.98185e-06 0.964747
7252 5.12835e-06 8.1296e-06 0.96488
7253 6.54185e-06 7.50155e-06 0.965013
7254 4.8268e-06 7.8187e-06 0.965146
7255 5.55265e-06 7.11075e-06 0.965279
7256 6.25075e-06 7.7882e-06 0.965412
7257 4.9665e-06 7.78515e-06 0.965545
7258 6.6082e-06 8.7583e-06 0.965678
7259 5.69575e-06 8.05825e-06 0.965811
7260 6.70305e-06 7.05e-06 0.965944
7261 4.7048e-06 7.7634e-06 0.966077
7262 6.7536e-06 7.92615e-06 0.96621
7263 5.40565e-06 8.0037e-06 0.966343
7264 4.67135e-06 7.31005e-06 0.966476
7265 5.4385e-06 7.38465e-06 0.966609
7266 5.60265e-06 7.67145e-06 0.966742
7267 5.76105e-06 8.08755e-06 0.966875
7268 5.7808e-06 7.3637e-06 0.967008
7269 6.8465e-06 6.52455e-06 0.967141
7270 4.91315e-06 7.55505e-06 0.967274
7271 4.51435e-06 7.48785e-06 0.967407
7272 6.0399e-06 7.40085e-06 0.96754
7273 5.33355e-06 7.3768e-06 0.967673
7274 4.78605e-06 8.5577e-06 0.967806
7275 5.2174e-06 7.04875e-06 0.967939
7276 6.37285e-06 6.86825e-06 0.968072
7277 6.942e-06 7.32375e-06 0.968205
7278 4.8354e-06 7.6311e-06 0.968338
7279 6.2128e-06 7.1452e-06 0.968471
7280 5.04085e-06 7.9286e-06 0.968605
7281 5.5373e-06 7.4177e-06 0.968738
7282 5.70325e-06 7.7563e-06 0.968871
7283 7.38165e-06 8.5059e-06 0.969004
7284 4.73915e-06 7.6951e-06 0.969137
7285 4.57055e-06 7.7279e-06 0.96927
7286 5.18055e-06 7.8849e-06 0.969403
7287 4.72385e-06 1.08906e-05 0.969536
7288 5.86155e-06 8.169e-06 0.969669
7289 5.39005e-06 4.3098e-06 0.969802
7290 5.90165e-06 4.2698e-06 0.969935
7291 6.0301e-06 4.73555e-06 0.970068
7292 5.56825e-06 6.92805e-06 0.970201
7293 5.9022e-06 7.3832e-06 0.970334
7294 5.86335e-06 7.12195e-06 0.970467
7295 6.28285e-06 6.6167e-06 0.9706
7296 6.49555e-06 1.09398e-05 0.970733
7297 4.8321e-06 9.99845e-06 0.970866
7298 6.28365e-06 7.7183e-06 0.970999
7299 4.36965e-06 7.9996e-06 0.971132
7300 4.7274e-06 7.536e-06 0.971265
7301 6.9775e-06 7.054e-06 0.971398
7302 4.75545e-06 8.08835e-06 0.971531
7303 4.7543e-06 7.93445e-06 0.971664
7304 6.17255e-06 7.5598e-06 0.971797
7305 4.5766e-06 7.6366e-06 0.97193
7306 5.3793e-06 1.08489e-05 0.972063
7307 5.744e-06 8.4247e-06 0.972196
7308 4.71175e-06 7.39665e-06 0.972329
7309 5.5351e-06 7.7136e-06 0.972462
7310 4.80975e-06 7.183e-06 0.972595
7311 4.8784e-06 7.23765e-06 0.972728
7312 6.6488e-06 7.72625e-06 0.972862
7313 4.72065e-06 7.84125e-06 0.972995
7314 6.68405e-06 7.6808e-06 0.973128
7315 5.1416e-06 8.05975e-06 0.973261
7316 5.98285e-06 8.01735e-06 0.973394
7317 5.61415e-06 7.391e-06 0.973527
7318 6.4129e-06 7.2874e-06 0.97366
7319 5.43795e-06 7.71775e-06 0.973793
7320 4.56135e-06 7.71455e-06 0.973926
7321 5.6141e-06 8.3359e-06 0.974059
7322 4.96525e-06 9.07655e-06 0.974192
7323 6.17205e-06 7.88925e-06 0.974325
7324 5.07015e-06 7.75815e-06 0.974458
7325 7.51995e-06 7.9172e-06 0.974591
7326 4.82e-06 7.343e-06 0.974724
7327 5.4445e-06 7.6332e-06 0.974857
7328 5.84035e-06 6.5259e-06 0.97499
7329 4.58095e-06 7.7263e-06 0.975123
7330 6.0503e-06 7.8424e-06 0.975256
7331 4.63635e-06 7.71935e-06 0.975389
7332 5.43655e-06 7.9645e-06 0.975522
7333 4.55175e-06 8.3482e-06 0.975655
7334 5.03395e-06 7.8791e-06 0.975788
7335 5.84e-06 7.69085e-06 0.975921
7336 4.71325e-06 7.504e-06 0.976054
7337 5.57545e-06 7.03525e-06 0.976187
7338 5.42145e-06 7.4895e-06 0.97632
7339 4.74495e-06 7.97925e-06 0.976453
7340 4.52635e-06 7.41045e-06 0.976586
7341 5.1082e-06 8.31865e-06 0.976719
7342 5.63125e-06 7.6371e-06 0.976852
7343 4.9411e-06 7.577e-06 0.976986
7344 6.0662e-06 8.0907e-06 0.977119
7345 4.54595e-06 9.01915e-06 0.977252
7346 5.8152e-06 7.8811e-06 0.977385
7347 5.604e-06 7.4339e-06 0.977518
7348 4.77955e-06 7.9333e-06 0.977651
7349 5.6855e-06 7.5589e-06 0.977784
7350 5.35715e-06 7.35695e-06 0.977917
7351 5.48655e-06 7.52025e-06 0.97805
7352 4.83465e-06 8.0208e-06 0.978183
7353 5.3816e-06 7.65225e-06 0.978316
7354 5.6054e-06 7.2295e-06 0.978449
7355 4.76325e-06 7.40905e-06 0.978582
7356 5.2236e-06 8.08205e-06 0.978715
7357 5.7796e-06 7.13275e-06 0.978848
7358 4.72325e-06 7.4576e-06 0.978981
7359 5.8805e-06 7.4124e-06 0.979114
7360 4.57485e-06 7.7063e-06 0.979247
7361 4.8521e-06 7.39365e-06 0.97938
7362 9.25895e-06 8.05545e-06 0.979513
7363 4.5857e-06 7.01335e-06 0.979646
7364 5.44895e-06 7.24055e-06 0.979779
7365 5.39575e-06 7.1523e-06 0.979912
7366 5.5439e-06 7.7352e-06 0.980045
7367 6.29825e-06 7.43955e-06 0.980178
7368 5.2449e-06 6.76785e-06 0.980311
7369 5.67955e-06 7.77185e-06 0.980444
7370 5.1422e-06 7.11575e-06 0.980577
7371 1.0116e-05 7.8033e-06 0.98071
7372 4.84545e-06 7.89065e-06 0.980843
7373 5.02255e-06 7.6508e-06 0.980976
7374 6.91185e-06 7.3062e-06 0.981109
7375 4.7938e-06 8.2e-06 0.981243
7376 7.41735e-06 7.95375e-06 0.981376
7377 5.64865e-06 6.9861e-06 0.981509
7378 4.6108e-06 7.64935e-06 0.981642
7379 5.42465e-06 7.8163e-06 0.981775
7380 5.44805e-06 6.80555e-06 0.981908
