#Données de temps d'insertion, de recherche et de taux de charge sur une table de hachage.
#Taille_map	Insertion	Recherche	Charge
1586 4.75205e-06 7.4156e-06 0.911545
1587 5.0032e-06 7.9586e-06 0.912119
1588 1.0053e-05 7.89895e-06 0.912694
1589 9.98585e-06 8.74975e-06 0.913268
1590 4.48375e-06 7.57855e-06 0.913843
1591 4.7228e-06 7.95885e-06 0.914417
1592 6.43925e-06 7.50115e-06 0.914991
1593 4.87785e-06 6.4833e-06 0.915566
1594 5.21095e-06 8.04195e-06 0.91614
1595 5.1825e-06 7.8503e-06 0.916715
1596 6.91615e-06 9.275e-06 0.917289
1597 4.7873e-06 7.91235e-06 0.917863
1598 7.02075e-06 7.4518e-06 0.918438
1599 6.04035e-06 6.79855e-06 0.919012
1600 6.31545e-06 7.96745e-06 0.919586
1601 8.37665e-06 5.28515e-06 0.920161
1602 5.05635e-06 6.79865e-06 0.920735
1603 5.5606e-06 7.74515e-06 0.92131
1604 5.65555e-06 8.3132e-06 0.921884
1605 4.58485e-06 7.89045e-06 0.922458
1606 5.0236e-06 8.2912e-06 0.923033
1607 4.4323e-06 7.48015e-06 0.923607
1608 8.2368e-06 4.85425e-06 0.924182
1609 3.99235e-06 7.6915e-06 0.924756
1610 4.71415e-06 6.91065e-06 0.92533
1611 4.3747e-06 6.5266e-06 0.925905
1612 4.42245e-06 6.90135e-06 0.926479
1613 5.8253e-06 7.79315e-06 0.927053
1614 6.6748e-06 7.1451e-06 0.927628
1615 5.20065e-06 7.7573e-06 0.928202
1616 6.67785e-06 3.278e-06 0.928777
1617 4.32985e-06 4.6105e-06 0.929351
1618 4.4102e-06 2.64065e-06 0.929925
1619 4.1779e-06 3.0569e-06 0.9305
1620 6.49385e-06 3.20355e-06 0.931074
1621 5.6637e-06 4.9905e-06 0.931648
1622 4.32105e-06 3.88585e-06 0.932223
1623 4.6284e-06 3.99545e-06 0.932797
1624 5.71375e-06 4.5272e-06 0.933372
1625 3.9703e-06 4.44625e-06 0.933946
1626 3.757e-06 4.04785e-06 0.93452
1627 3.9432e-06 3.0961e-06 0.935095
1628 4.0077e-06 3.04825e-06 0.935669
1629 4.08205e-06 2.65025e-06 0.936244
1630 4.2884e-06 3.1321e-06 0.936818
1631 5.84885e-06 6.9262e-06 0.937392
1632 5.2483e-06 8.0257e-06 0.937967
1633 4.66735e-06 8.5785e-06 0.938541
1634 5.96885e-06 6.8787e-06 0.939115
1635 4.582e-06 7.53185e-06 0.93969
1636 6.4092e-06 7.4927e-06 0.940264
1637 5.3171e-06 7.59285e-06 0.940839
1638 4.31705e-06 7.07365e-06 0.941413
1639 5.2989e-06 6.16615e-06 0.941987
1640 7.74765e-06 7.95205e-06 0.942562
1641 4.5079e-06 6.8483e-06 0.943136
1642 5.38825e-06 7.72575e-06 0.943711
1643 4.3242e-06 6.60605e-06 0.944285
1644 4.58945e-06 8.0639e-06 0.944859
1645 4.80295e-06 6.6278e-06 0.945434
1646 4.5414e-06 8.25235e-06 0.946008
1647 4.45455e-06 8.0922e-06 0.946582
1648 4.4255e-06 8.41695e-06 0.947157
1649 4.4553e-06 7.88155e-06 0.947731
1650 5.23165e-06 7.6751e-06 0.948306
1651 5.143e-06 6.9005e-06 0.94888
1652 6.2304e-06 9.36685e-06 0.949454
1653 5.39045e-06 8.117e-06 0.950029
1654 7.0271e-06 5.12245e-06 0.950603
1655 4.6669e-06 6.9382e-06 0.951177
1656 5.11205e-06 7.62955e-06 0.951752
1657 5.4059e-06 6.8897e-06 0.952326
1658 4.80665e-06 8.22195e-06 0.952901
1659 8.91385e-06 6.4218e-06 0.953475
1660 6.1508e-06 7.61015e-06 0.954049
1661 4.59255e-06 8.11685e-06 0.954624
1662 4.92365e-06 8.18495e-06 0.955198
1663 4.4159e-06 8.604e-06 0.955773
1664 7.16205e-06 7.8502e-06 0.956347
1665 7.12955e-06 8.08695e-06 0.956921
1666 5.6508e-06 7.0239e-06 0.957496
1667 3.9542e-06 7.13335e-06 0.95807
1668 5.74245e-06 7.6492e-06 0.958644
1669 4.47515e-06 7.1329e-06 0.959219
1670 4.89935e-06 7.4451e-06 0.959793
1671 4.6512e-06 7.4719e-06 0.960368
1672 3.971e-06 7.06995e-06 0.960942
1673 5.4521e-06 7.5606e-06 0.961516
1674 4.494e-06 7.4716e-06 0.962091
1675 3.915e-06 6.5072e-06 0.962665
1676 5.50215e-06 7.83885e-06 0.963239
1677 4.2649e-06 7.2814e-06 0.963814
1678 4.70895e-06 8.4004e-06 0.964388
1679 4.69765e-06 7.33895e-06 0.964963
1680 4.6017e-06 8.1154e-06 0.965537
1681 5.55885e-06 8.02525e-06 0.966111
1682 4.5695e-06 8.0689e-06 0.966686
1683 5.288e-06 6.9345e-06 0.96726
1684 4.3371e-06 7.11875e-06 0.967835
1685 4.72145e-06 7.6197e-06 0.968409
1686 4.2007e-06 6.53985e-06 0.968983
1687 5.38695e-06 8.2732e-06 0.969558
1688 6.77075e-06 8.2552e-06 0.970132
1689 3.9639e-06 6.72665e-06 0.970706
1690 8.0425e-06 6.85685e-06 0.971281
1691 7.7726e-06 8.51395e-06 0.971855
1692 4.6948e-06 9.2084e-06 0.97243
1693 4.9839e-06 6.8829e-06 0.973004
1694 4.47785e-06 8.15035e-06 0.973578
1695 4.7486e-06 7.27985e-06 0.974153
1696 6.81325e-06 8.4403e-06 0.974727
1697 4.64465e-06 8.0649e-06 0.975302
1698 1.50062e-05 8.0212e-06 0.975876
1699 4.30585e-06 8.2349e-06 0.97645
1700 4.4339e-06 6.8767e-06 0.977025
1701 5.05115e-06 6.63055e-06 0.977599
1702 3.866e-06 6.8805e-06 0.978173
1703 4.09925e-06 7.3811e-06 0.978748
1704 4.5061e-06 6.6965e-06 0.979322
1705 4.04105e-06 6.8967e-06 0.979897
1706 4.46585e-06 7.75545e-06 0.980471
1707 4.57035e-06 6.17775e-06 0.981045
1708 3.8954e-06 6.82735e-06 0.98162
1709 3.70415e-06 7.1237e-06 0.982194
1710 3.94685e-06 7.076e-06 0.982769
1711 4.1798e-06 8.18115e-06 0.983343
1712 3.95895e-06 6.36245e-06 0.983917
1713 3.77945e-06 6.8146e-06 0.984492
1714 4.13515e-06 6.4061e-06 0.985066
1715 4.8563e-06 6.79105e-06 0.98564
1716 3.84515e-06 6.1517e-06 0.986215
1717 3.8445e-06 6.3906e-06 0.986789
1718 4.02195e-06 6.1538e-06 0.987364
1719 3.97525e-06 6.71505e-06 0.987938
1720 5.2442e-06 7.11945e-06 0.988512
1721 3.78745e-06 6.27815e-06 0.989087
1722 4.47585e-06 6.29825e-06 0.989661
1723 3.8196e-06 7.1481e-06 0.990236
1724 3.95055e-06 6.5174e-06 0.99081
1725 4.2665e-06 6.4657e-06 0.991384
1726 3.91435e-06 6.1719e-06 0.991959
1727 3.85955e-06 6.1149e-06 0.992533
1728 4.1193e-06 5.5718e-06 0.993107
1729 3.90835e-06 7.5553e-06 0.993682
1730 3.7889e-06 6.0194e-06 0.994256
1731 3.7997e-06 6.72445e-06 0.994831
1732 3.6977e-06 7.5854e-06 0.995405
1733 3.88675e-06 6.0523e-06 0.995979
1734 3.8673e-06 6.7643e-06 0.996554
1735 4.4485e-06 7.78895e-06 0.997128
1736 3.878e-06 6.84105e-06 0.997702
1737 4.0781e-06 6.0896e-06 0.998277
1738 3.86725e-06 5.94555e-06 0.998851
1739 3.726e-06 6.85585e-06 0.999426
1740 0.000190756 6.555e-06 1
1741 3.72915e-06 3.945e-06 0.4659
1742 3.5585e-06 5.9331e-06 0.466167
1743 4.03955e-06 5.40285e-06 0.466435
1744 4.1815e-06 5.6021e-06 0.466702
1745 3.69635e-06 5.6151e-06 0.46697
1746 3.9021e-06 5.5207e-06 0.467237
1747 3.52315e-06 5.5845e-06 0.467505
1748 3.55435e-06 6.0986e-06 0.467772
1749 3.61265e-06 5.39855e-06 0.46804
1750 3.5982e-06 5.372e-06 0.468307
1751 3.7918e-06 5.29435e-06 0.468574
1752 3.66415e-06 5.83875e-06 0.468842
1753 4.1434e-06 5.97115e-06 0.469109
1754 3.4247e-06 5.41895e-06 0.469377
1755 4.57915e-06 7.48665e-06 0.469644
1756 3.8521e-06 6.5415e-06 0.469912
1757 4.03775e-06 6.4495e-06 0.470179
1758 3.42595e-06 5.86515e-06 0.470447
1759 3.4662e-06 3.66375e-06 0.470714
1760 3.74785e-06 5.1818e-06 0.470982
1761 3.49625e-06 5.99345e-06 0.471249
1762 3.5738e-06 5.80225e-06 0.471516
1763 3.94535e-06 5.5465e-06 0.471784
1764 3.71975e-06 5.63635e-06 0.472051
1765 3.80095e-06 5.89295e-06 0.472319
1766 4.96895e-06 6.0837e-06 0.472586
1767 3.56985e-06 6.0015e-06 0.472854
1768 3.69405e-06 3.8044e-06 0.473121
1769 3.60255e-06 5.6907e-06 0.473389
1770 3.5212e-06 7.0591e-06 0.473656
1771 3.90915e-06 5.7007e-06 0.473924
1772 3.7118e-06 5.9486e-06 0.474191
1773 3.50245e-06 6.13035e-06 0.474458
1774 3.5051e-06 5.38145e-06 0.474726
1775 4.2431e-06 5.827e-06 0.474993
1776 3.4265e-06 5.5139e-06 0.475261
1777 3.60845e-06 5.4156e-06 0.475528
1778 4.1215e-06 5.34565e-06 0.475796
1779 3.5296e-06 5.5244e-06 0.476063
1780 3.6005e-06 5.53505e-06 0.476331
1781 3.56795e-06 5.4033e-06 0.476598
1782 3.57e-06 5.7111e-06 0.476865
1783 3.8123e-06 5.7521e-06 0.477133
1784 3.8846e-06 6.44845e-06 0.4774
1785 3.68005e-06 5.79455e-06 0.477668
1786 3.63e-06 5.98715e-06 0.477935
1787 3.479e-06 5.34405e-06 0.478203
1788 3.54925e-06 6.68755e-06 0.47847
1789 4.046e-06 5.9469e-06 0.478738
1790 3.62915e-06 5.93965e-06 0.479005
1791 3.56085e-06 5.4937e-06 0.479273
1792 3.651e-06 5.9405e-06 0.47954
1793 3.93035e-06 5.48095e-06 0.479807
1794 3.44625e-06 5.67625e-06 0.480075
1795 3.61715e-06 5.59025e-06 0.480342
1796 3.4937e-06 6.13675e-06 0.48061
1797 3.74705e-06 5.3827e-06 0.480877
1798 5.3871e-06 6.14285e-06 0.481145
1799 3.4634e-06 6.33365e-06 0.481412
1800 3.55345e-06 6.161e-06 0.48168
1801 3.54695e-06 5.478e-06 0.481947
1802 3.4354e-06 5.81025e-06 0.482215
1803 3.64055e-06 6.1194e-06 0.482482
1804 3.767e-06 5.84375e-06 0.482749
1805 4.01245e-06 5.46105e-06 0.483017
1806 4.3953e-06 6.88645e-06 0.483284
1807 3.74775e-06 6.60675e-06 0.483552
1808 3.72335e-06 5.83705e-06 0.483819
1809 3.53985e-06 5.43145e-06 0.484087
1810 3.52915e-06 6.01285e-06 0.484354
1811 3.4858e-06 5.6138e-06 0.484622
1812 3.61265e-06 5.8289e-06 0.484889
1813 4.41955e-06 6.0724e-06 0.485156
1814 3.4833e-06 6.17125e-06 0.485424
1815 3.69975e-06 6.0706e-06 0.485691
1816 3.6651e-06 5.89485e-06 0.485959
1817 4.09645e-06 5.53235e-06 0.486226
1818 3.47855e-06 6.4341e-06 0.486494
1819 4.00265e-06 5.91535e-06 0.486761
1820 3.6992e-06 6.44205e-06 0.487029
1821 3.68085e-06 6.09155e-06 0.487296
1822 3.705e-06 6.01165e-06 0.487564
1823 3.678e-06 5.4843e-06 0.487831
1824 3.48565e-06 5.1948e-06 0.488098
1825 3.8203e-06 1.1471e-05 0.488366
1826 4.00115e-06 5.71145e-06 0.488633
1827 3.5783e-06 6.2554e-06 0.488901
1828 3.5623e-06 5.65715e-06 0.489168
1829 3.4584e-06 5.3491e-06 0.489436
1830 3.7002e-06 6.135e-06 0.489703
1831 3.44805e-06 5.8618e-06 0.489971
1832 3.5884e-06 5.355e-06 0.490238
1833 3.68895e-06 6.02705e-06 0.490505
1834 3.6115e-06 6.15235e-06 0.490773
1835 4.15455e-06 6.65225e-06 0.49104
1836 3.4011e-06 5.58225e-06 0.491308
1837 3.76865e-06 5.5894e-06 0.491575
1838 3.77535e-06 5.7401e-06 0.491843
1839 3.4813e-06 5.46945e-06 0.49211
1840 3.58845e-06 6.81525e-06 0.492378
1841 3.4915e-06 6.4696e-06 0.492645
1842 3.558e-06 6.0185e-06 0.492913
1843 3.52175e-06 5.7399e-06 0.49318
1844 3.76975e-06 5.85285e-06 0.493447
1845 3.5555e-06 6.66325e-06 0.493715
1846 3.5995e-06 5.5322e-06 0.493982
1847 3.68205e-06 6.02205e-06 0.49425
1848 4.7127e-06 5.9122e-06 0.494517
1849 3.56395e-06 5.8888e-06 0.494785
1850 3.90315e-06 6.1895e-06 0.495052
1851 3.6082e-06 6.03045e-06 0.49532
1852 3.7032e-06 6.29285e-06 0.495587
1853 4.11135e-06 5.85905e-06 0.495854
1854 3.5951e-06 5.866e-06 0.496122
1855 3.59205e-06 5.89795e-06 0.496389
1856 3.7041e-06 4.118e-06 0.496657
1857 3.6949e-06 3.57255e-06 0.496924
1858 3.7194e-06 3.8873e-06 0.497192
1859 3.69335e-06 3.46195e-06 0.497459
1860 4.1924e-06 3.846e-06 0.497727
1861 4.2409e-06 3.0521e-06 0.497994
1862 3.71785e-06 4.0425e-06 0.498262
1863 4.3922e-06 3.29625e-06 0.498529
1864 3.7735e-06 3.27125e-06 0.498796
1865 3.67385e-06 3.6728e-06 0.499064
1866 3.56355e-06 3.63035e-06 0.499331
1867 3.6505e-06 3.82245e-06 0.499599
1868 3.80105e-06 3.1821e-06 0.499866
1869 4.2359e-06 5.31095e-06 0.500134
1870 3.68555e-06 5.9385e-06 0.500401
1871 3.52205e-06 6.21435e-06 0.500669
1872 4.31235e-06 4.8992e-06 0.500936
1873 3.88475e-06 5.7262e-06 0.501204
1874 3.6333e-06 6.53265e-06 0.501471
1875 3.5409e-06 5.83005e-06 0.501738
1876 3.5515e-06 5.61605e-06 0.502006
1877 3.5735e-06 6.1058e-06 0.502273
1878 3.7375e-06 5.8509e-06 0.502541
1879 3.87275e-06 5.87635e-06 0.502808
1880 3.71935e-06 6.031e-06 0.503076
1881 3.55795e-06 5.6947e-06 0.503343
1882 3.6449e-06 5.52325e-06 0.503611
1883 3.95865e-06 6.17585e-06 0.503878
1884 3.56975e-06 5.735e-06 0.504146
1885 3.50565e-06 5.335e-06 0.504413
1886 3.5957e-06 6.7756e-06 0.50468
1887 3.5518e-06 5.6059e-06 0.504948
1888 3.5454e-06 6.29875e-06 0.505215
1889 3.5353e-06 6.3333e-06 0.505483
1890 3.6952e-06 6.07125e-06 0.50575
1891 3.53265e-06 6.6767e-06 0.506018
1892 3.4807e-06 5.2902e-06 0.506285
1893 4.02085e-06 5.16505e-06 0.506553
1894 3.75445e-06 5.9882e-06 0.50682
1895 3.68935e-06 5.47815e-06 0.507087
1896 3.6446e-06 5.4826e-06 0.507355
1897 3.66855e-06 5.91465e-06 0.507622
1898 4.02105e-06 5.86645e-06 0.50789
1899 3.5069e-06 5.7024e-06 0.508157
1900 4.28975e-06 5.9375e-06 0.508425
1901 3.61585e-06 5.4955e-06 0.508692
1902 3.61065e-06 6.23475e-06 0.50896
1903 3.51745e-06 6.2408e-06 0.509227
1904 3.6443e-06 7.23015e-06 0.509495
1905 3.8289e-06 5.47455e-06 0.509762
1906 3.6128e-06 7.25905e-06 0.510029
1907 3.6166e-06 5.6335e-06 0.510297
1908 3.92255e-06 6.0745e-06 0.510564
1909 5.03065e-06 5.71135e-06 0.510832
1910 3.45105e-06 6.20455e-06 0.511099
1911 4.0514e-06 6.0129e-06 0.511367
1912 3.93085e-06 3.7867e-06 0.511634
1913 3.7624e-06 3.0548e-06 0.511902
1914 3.75095e-06 3.458e-06 0.512169
1915 3.57135e-06 3.6784e-06 0.512437
1916 3.5844e-06 3.14915e-06 0.512704
1917 3.60995e-06 2.5445e-06 0.512971
1918 3.6968e-06 2.56945e-06 0.513239
1919 3.55615e-06 3.0551e-06 0.513506
1920 3.5905e-06 3.5995e-06 0.513774
1921 4.62185e-06 2.61845e-06 0.514041
1922 3.9817e-06 2.7761e-06 0.514309
1923 3.67795e-06 2.50275e-06 0.514576
1924 3.6589e-06 3.575e-06 0.514844
1925 3.6084e-06 5.42125e-06 0.515111
1926 3.7039e-06 6.13085e-06 0.515378
1927 3.5978e-06 5.6272e-06 0.515646
1928 3.65455e-06 5.69065e-06 0.515913
1929 4.34585e-06 5.7769e-06 0.516181
1930 3.6636e-06 6.1158e-06 0.516448
1931 3.56805e-06 5.7316e-06 0.516716
1932 3.59205e-06 6.1995e-06 0.516983
1933 4.3201e-06 6.011e-06 0.517251
1934 3.65065e-06 6.2493e-06 0.517518
1935 3.65335e-06 5.55975e-06 0.517785
1936 3.755e-06 5.75865e-06 0.518053
1937 3.5512e-06 6.1229e-06 0.51832
1938 4.1306e-06 6.11775e-06 0.518588
1939 4.0332e-06 6.13825e-06 0.518855
1940 4.54835e-06 5.5621e-06 0.519123
1941 3.74095e-06 6.1409e-06 0.51939
1942 3.5361e-06 5.54985e-06 0.519658
1943 3.58175e-06 5.8859e-06 0.519925
1944 3.5808e-06 6.1987e-06 0.520193
1945 3.4615e-06 6.11505e-06 0.52046
1946 3.49455e-06 6.1293e-06 0.520727
1947 3.5585e-06 6.0626e-06 0.520995
1948 3.6009e-06 5.4686e-06 0.521262
1949 3.5875e-06 6.09025e-06 0.52153
1950 3.60025e-06 5.6409e-06 0.521797
1951 3.66495e-06 5.5317e-06 0.522065
1952 3.68025e-06 5.9703e-06 0.522332
1953 3.71175e-06 5.3173e-06 0.5226
1954 3.71945e-06 6.9281e-06 0.522867
1955 3.49105e-06 6.7481e-06 0.523135
1956 3.73565e-06 5.98975e-06 0.523402
1957 3.5458e-06 5.8292e-06 0.523669
1958 3.7444e-06 5.56245e-06 0.523937
1959 4.43735e-06 5.81565e-06 0.524204
1960 3.6348e-06 5.70165e-06 0.524472
1961 3.71005e-06 5.7508e-06 0.524739
1962 3.7762e-06 5.62695e-06 0.525007
1963 3.64325e-06 6.75575e-06 0.525274
1964 3.88345e-06 7.46805e-06 0.525542
1965 3.5611e-06 5.53895e-06 0.525809
1966 3.61165e-06 6.0264e-06 0.526076
1967 3.9587e-06 6.71355e-06 0.526344
1968 3.65805e-06 5.78715e-06 0.526611
1969 3.8488e-06 5.7752e-06 0.526879
1970 3.80685e-06 6.46765e-06 0.527146
1971 3.5774e-06 5.77405e-06 0.527414
1972 3.8017e-06 6.05125e-06 0.527681
1973 3.60505e-06 6.1713e-06 0.527949
1974 3.56825e-06 5.50365e-06 0.528216
1975 3.663e-06 5.56635e-06 0.528484
1976 3.5961e-06 5.89725e-06 0.528751
1977 3.82795e-06 5.7931e-06 0.529018
1978 4.45165e-06 5.8607e-06 0.529286
1979 3.81435e-06 6.276e-06 0.529553
1980 4.3299e-06 6.2723e-06 0.529821
1981 4.2435e-06 6.1499e-06 0.530088
1982 3.60325e-06 6.03785e-06 0.530356
1983 3.58255e-06 6.09635e-06 0.530623
1984 3.60055e-06 6.1518e-06 0.530891
1985 3.6854e-06 6.1739e-06 0.531158
1986 3.83e-06 5.4756e-06 0.531426
1987 3.66685e-06 5.73785e-06 0.531693
1988 3.6987e-06 6.24265e-06 0.53196
1989 3.5575e-06 5.9659e-06 0.532228
1990 3.58375e-06 5.69375e-06 0.532495
1991 3.83835e-06 9.6904e-06 0.532763
1992 3.66535e-06 5.705e-06 0.53303
1993 3.98715e-06 5.70115e-06 0.533298
1994 3.52765e-06 7.7526e-06 0.533565
1995 3.61345e-06 6.0206e-06 0.533833
1996 3.62665e-06 5.5193e-06 0.5341
1997 4.0503e-06 6.24575e-06 0.534368
1998 3.58575e-06 6.10095e-06 0.534635
1999 4.00295e-06 6.1485e-06 0.534902
2000 3.67685e-06 6.2947e-06 0.53517
2001 3.6611e-06 5.9685e-06 0.535437
2002 4.22095e-06 6.0943e-06 0.535705
2003 3.68265e-06 5.5937e-06 0.535972
2004 3.6891e-06 6.2985e-06 0.53624
2005 3.6614e-06 6.11695e-06 0.536507
2006 3.5364e-06 6.1706e-06 0.536775
2007 3.72995e-06 6.06975e-06 0.537042
2008 3.68545e-06 6.25265e-06 0.537309
2009 3.81445e-06 6.2381e-06 0.537577
2010 3.69615e-06 8.4445e-06 0.537844
2011 3.7841e-06 6.03705e-06 0.538112
2012 3.7644e-06 5.93635e-06 0.538379
2013 4.76315e-06 5.9364e-06 0.538647
2014 3.76505e-06 5.8062e-06 0.538914
2015 4.32365e-06 5.97105e-06 0.539182
2016 3.8379e-06 6.49085e-06 0.539449
2017 4.16235e-06 5.5259e-06 0.539716
2018 3.75515e-06 7.098e-06 0.539984
2019 3.6332e-06 5.9514e-06 0.540251
2020 3.9967e-06 5.56355e-06 0.540519
2021 3.61625e-06 5.987e-06 0.540786
2022 3.7027e-06 6.29655e-06 0.541054
2023 3.7286e-06 6.13535e-06 0.541321
2024 3.7073e-06 6.06395e-06 0.541589
2025 3.5819e-06 5.99295e-06 0.541856
2026 3.79545e-06 5.4549e-06 0.542124
2027 5.59075e-06 5.9437e-06 0.542391
2028 3.611e-06 6.3831e-06 0.542658
2029 4.37595e-06 5.67615e-06 0.542926
2030 3.6895e-06 6.2663e-06 0.543193
2031 3.9086e-06 6.20835e-06 0.543461
2032 3.9395e-06 5.70765e-06 0.543728
2033 4.50485e-06 5.78135e-06 0.543996
2034 3.4869e-06 6.2872e-06 0.544263
2035 4.06555e-06 5.96215e-06 0.544531
2036 4.24755e-06 6.38785e-06 0.544798
2037 3.6078e-06 6.07965e-06 0.545066
2038 3.93745e-06 5.91425e-06 0.545333
2039 3.6747e-06 5.80065e-06 0.5456
2040 3.66635e-06 5.96155e-06 0.545868
2041 3.78955e-06 5.80105e-06 0.546135
2042 3.71695e-06 6.0182e-06 0.546403
2043 3.7472e-06 5.45495e-06 0.54667
2044 4.1999e-06 7.3035e-06 0.546938
2045 4.8065e-06 5.60595e-06 0.547205
2046 3.84645e-06 5.73695e-06 0.547473
2047 3.71965e-06 5.88405e-06 0.54774
2048 3.7124e-06 6.04055e-06 0.548007
2049 3.7083e-06 5.97615e-06 0.548275
2050 3.8163e-06 5.6578e-06 0.548542
2051 3.6113e-06 6.4133e-06 0.54881
2052 3.74615e-06 6.32335e-06 0.549077
2053 3.8403e-06 6.53915e-06 0.549345
2054 3.64255e-06 6.28255e-06 0.549612
2055 3.73085e-06 6.15755e-06 0.54988
2056 4.157e-06 5.64705e-06 0.550147
2057 3.5688e-06 5.7683e-06 0.550415
2058 4.52715e-06 6.00295e-06 0.550682
2059 4.3164e-06 5.99425e-06 0.550949
2060 4.11515e-06 6.54675e-06 0.551217
2061 3.6735e-06 6.1655e-06 0.551484
2062 3.89765e-06 6.06635e-06 0.551752
2063 4.1321e-06 6.4167e-06 0.552019
2064 3.7628e-06 6.03885e-06 0.552287
2065 3.83115e-06 6.44275e-06 0.552554
2066 3.9029e-06 6.37005e-06 0.552822
2067 3.73865e-06 5.54115e-06 0.553089
2068 3.7214e-06 6.46745e-06 0.553357
2069 3.7043e-06 6.37385e-06 0.553624
2070 4.01565e-06 5.97715e-06 0.553891
2071 3.60775e-06 6.1624e-06 0.554159
2072 4.0329e-06 5.69525e-06 0.554426
2073 3.81175e-06 5.6514e-06 0.554694
2074 4.22725e-06 5.84505e-06 0.554961
2075 3.8022e-06 5.8458e-06 0.555229
2076 3.7243e-06 6.3318e-06 0.555496
2077 4.48965e-06 7.221e-06 0.555764
2078 3.57555e-06 5.90625e-06 0.556031
2079 3.90325e-06 5.6418e-06 0.556298
2080 3.8755e-06 6.63925e-06 0.556566
2081 3.7971e-06 6.1045e-06 0.556833
2082 3.76985e-06 6.12795e-06 0.557101
2083 4.06985e-06 6.1351e-06 0.557368
2084 4.23765e-06 6.22665e-06 0.557636
2085 3.7721e-06 6.43265e-06 0.557903
2086 4.8222e-06 6.74285e-06 0.558171
2087 3.8065e-06 5.8632e-06 0.558438
2088 4.5957e-06 7.521e-06 0.558706
2089 4.1796e-06 6.24885e-06 0.558973
2090 3.7058e-06 6.78795e-06 0.55924
2091 5.01865e-06 6.00445e-06 0.559508
2092 3.66015e-06 5.85925e-06 0.559775
2093 3.69535e-06 5.43195e-06 0.560043
2094 3.6752e-06 5.5192e-06 0.56031
2095 3.64625e-06 5.939e-06 0.560578
2096 3.9387e-06 6.0287e-06 0.560845
2097 3.6838e-06 5.91485e-06 0.561113
2098 4.2589e-06 5.27775e-06 0.56138
2099 3.75495e-06 5.89405e-06 0.561647
2100 3.71565e-06 6.017e-06 0.561915
2101 3.80085e-06 5.6812e-06 0.562182
2102 4.3624e-06 5.90305e-06 0.56245
2103 3.68915e-06 5.8404e-06 0.562717
2104 3.67705e-06 6.1044e-06 0.562985
2105 3.8015e-06 6.00655e-06 0.563252
2106 4.14315e-06 5.656e-06 0.56352
2107 3.94035e-06 5.69335e-06 0.563787
2108 3.77775e-06 6.3104e-06 0.564055
2109 4.9224e-06 5.56895e-06 0.564322
2110 3.66955e-06 6.2174e-06 0.564589
2111 3.59815e-06 6.7597e-06 0.564857
2112 3.7258e-06 6.24515e-06 0.565124
2113 3.80565e-06 6.4132e-06 0.565392
2114 3.7009e-06 6.33315e-06 0.565659
2115 3.8013e-06 6.5471e-06 0.565927
2116 3.6593e-06 6.7436e-06 0.566194
2117 3.75075e-06 6.04065e-06 0.566462
2118 4.2525e-06 6.2177e-06 0.566729
2119 3.67595e-06 6.18265e-06 0.566997
2120 3.60835e-06 5.9492e-06 0.567264
2121 4.4828e-06 6.2728e-06 0.567531
2122 3.6437e-06 6.2175e-06 0.567799
2123 3.66005e-06 5.4669e-06 0.568066
2124 3.7139e-06 6.4056e-06 0.568334
2125 3.9956e-06 5.98285e-06 0.568601
2126 3.717e-06 5.6173e-06 0.568869
2127 3.67915e-06 6.28485e-06 0.569136
2128 3.7693e-06 6.11735e-06 0.569404
2129 3.5389e-06 5.90465e-06 0.569671
2130 4.2997e-06 6.1925e-06 0.569938
2131 6.5045e-06 4.2214e-06 0.570206
2132 4.3575e-06 4.3939e-06 0.570473
2133 3.70425e-06 4.02235e-06 0.570741
2134 3.8117e-06 3.69255e-06 0.571008
2135 3.8649e-06 2.978e-06 0.571276
2136 3.6396e-06 2.52135e-06 0.571543
2137 3.9227e-06 4.28575e-06 0.571811
2138 4.43825e-06 4.39795e-06 0.572078
2139 3.74245e-06 2.9441e-06 0.572346
2140 5.08305e-06 3.9515e-06 0.572613
2141 4.32735e-06 2.6974e-06 0.57288
2142 3.6346e-06 5.90885e-06 0.573148
2143 4.4975e-06 5.74685e-06 0.573415
2144 3.8099e-06 6.24765e-06 0.573683
2145 6.1755e-06 5.8242e-06 0.57395
2146 3.9218e-06 5.95285e-06 0.574218
2147 3.77725e-06 5.74585e-06 0.574485
2148 3.8205e-06 6.21075e-06 0.574753
2149 3.9136e-06 5.5924e-06 0.57502
2150 3.68635e-06 5.99325e-06 0.575288
2151 3.77e-06 4.1773e-06 0.575555
2152 4.00685e-06 3.88645e-06 0.575822
2153 4.02375e-06 4.16625e-06 0.57609
2154 4.1296e-06 4.2448e-06 0.576357
2155 4.57275e-06 4.0909e-06 0.576625
2156 4.11705e-06 2.5488e-06 0.576892
2157 3.866e-06 3.6671e-06 0.57716
2158 3.5604e-06 3.79045e-06 0.577427
2159 3.63555e-06 3.94505e-06 0.577695
2160 3.8966e-06 4.61545e-06 0.577962
2161 3.82825e-06 4.29485e-06 0.578229
2162 4.64125e-06 6.027e-06 0.578497
2163 4.1736e-06 6.58945e-06 0.578764
2164 4.0721e-06 6.89265e-06 0.579032
2165 3.65745e-06 5.71375e-06 0.579299
2166 3.9962e-06 5.8552e-06 0.579567
2167 3.6895e-06 6.0288e-06 0.579834
2168 3.7395e-06 6.18995e-06 0.580102
